@relation "poi"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{org.apache.poi.EncryptedDocumentException,java.io.IOException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,java.util.NoSuchElementException,org.apache.poi.util.RecordFormatException,org.apache.poi.hpsf.HPSFRuntimeException,java.lang.Exception,java.lang.ArrayIndexOutOfBoundsException,java.lang.NullPointerException,java.lang.IndexOutOfBoundsException,java.io.FileNotFoundException,org.apache.poi.ss.formula.eval.NotImplementedException,org.apache.poi.ss.formula.FormulaParseException,org.apache.poi.ss.formula.eval.EvaluationException,org.apache.poi.ss.formula.eval.ErrorEval,org.apache.poi.ooxml.POIXMLException,org.apache.poi.openxml4j.exceptions.InvalidFormatException,org.apache.poi.openxml4j.exceptions.InvalidOperationException,org.apache.poi.xssf.binary.XSSFBParseException,org.apache.poi.hslf.exceptions.HSLFException,org.apache.poi.hslf.exceptions.CorruptPowerPointFileException}

@data
397,"IfStatement","null",false,"","org.apache.poi.poifs.filesystem.DirectoryNode ","NULL ","","","java.lang.IllegalStateException java.lang.IllegalStateException ",java.io.FileNotFoundException
398,"CatchClause","java.io.FileNotFoundException",false,"entry name ole root _sheet ","org.apache.poi.poifs.filesystem.DirectoryNode org.apache.poi.poifs.filesystem.DirectoryEntry java.lang.String org.apache.poi.hssf.usermodel.HSSFSheet org.apache.poi.poifs.filesystem.Entry org.apache.poi.hssf.usermodel.HSSFWorkbook java.io.FileNotFoundException ","NULL ","getEntry getWorkbook getDirectory ","","java.lang.IllegalStateException java.io.FileNotFoundException ",java.lang.IllegalStateException
399,"IfStatement","null",true,"regions ","org.apache.poi.ss.util.CellRangeAddress ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
400,"IfStatement","null",true,"cf rules ","org.apache.poi.hssf.usermodel.HSSFConditionalFormattingRule ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
401,"IfStatement","null",true,"length cf rules ","int org.apache.poi.hssf.usermodel.HSSFConditionalFormattingRule ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
402,"IfStatement","null",true,"length cf rules ","int org.apache.poi.hssf.usermodel.HSSFConditionalFormattingRule ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
403,"IfStatement","null",true,"end index start index ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
404,"IfStatement","null",true,"end index start index ","int ","","length ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
405,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
406,"IfStatement","null",false,"chart title text ","org.apache.poi.hssf.record.chart.SeriesTextRecord ","NULL ","","","",java.lang.IllegalStateException
407,"SwitchStatement","null",true,"data ","org.apache.poi.hssf.record.chart.LinkedDataRecord byte ","","getLinkType ","","",java.lang.IllegalStateException
408,"IfStatement","null",false,"series title text ","org.apache.poi.hssf.record.chart.SeriesTextRecord ","NULL ","","","",java.lang.IllegalStateException
409,"MethodDeclaration","null",false,"entry ","org.apache.poi.poifs.filesystem.Entry org.apache.poi.poifs.filesystem.DirectoryEntry ","","","IOException ","",java.io.IOException
410,"MethodDeclaration","null",false,"sub record ","java.lang.Object org.apache.poi.hssf.record.EmbeddedObjectRefSubRecord ","","","","",java.lang.IllegalStateException
411,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
412,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
413,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
414,"IfStatement","null",false,"patriarch ","org.apache.poi.hssf.usermodel.HSSFPatriarch ","NULL ","","","",java.lang.IllegalStateException
415,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
416,"SwitchStatement","null",true,"type ","org.apache.poi.common.usermodel.HyperlinkType ","","","","",java.lang.IllegalArgumentException
417,"IfStatement","null",true,"min range max range value ","int ","","","","",java.lang.IllegalArgumentException
418,"MethodDeclaration","null",false,"eval ","org.apache.poi.ss.formula.eval.ValueEval org.apache.poi.ss.formula.eval.StringValueEval org.apache.poi.ss.formula.eval.NumericValueEval org.apache.poi.ss.formula.eval.ErrorEval org.apache.poi.ss.formula.eval.BoolEval ","","","","",java.lang.RuntimeException
419,"IfStatement","null",false,"object_type_line ","short int ","","getShapeType ","","",java.lang.IllegalStateException
420,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
421,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
422,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
423,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
424,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
425,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
426,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
427,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.ss.formula.eval.NotImplementedException
428,"IfStatement","null",true,"color ","org.apache.poi.ss.usermodel.Color org.apache.poi.hssf.util.HSSFColor ","NULL ","","","",java.lang.IllegalArgumentException
429,"IfStatement","null",true,"array ","byte ","NULL ","","","",java.lang.IllegalArgumentException
430,"IfStatement","null",true,"encoded_size ","int org.apache.poi.util.LittleEndianInput ","","available ","","",java.lang.RuntimeException
431,"CatchClause","java.security.DigestException",true,"hash alg spin count second iterator length hash first ","int byte java.security.MessageDigest void org.apache.poi.util.LittleEndian ","","update putInt reset digest ","","",org.apache.poi.EncryptedDocumentException
432,"IfStatement","null",true,"key size in bytes jce id cipher algorithm ","int java.lang.String org.apache.poi.poifs.crypt.CipherAlgorithm javax.crypto.Cipher ","","getMaxAllowedKeyLength ","","org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
433,"CatchClause","java.security.GeneralSecurityException",true,"chain rc4 aps length rc2 jce id vec cipher mode key size in bytes cipher needs bouncy castle ","javax.crypto.Cipher org.apache.poi.poifs.crypt.CipherAlgorithm java.lang.String java.security.spec.AlgorithmParameterSpec int byte java.security.Key org.apache.poi.poifs.crypt.ChainingMode void boolean javax.crypto.spec.RC2ParameterSpec ","Export Restrictions in place - please install JCE Unlimited Strength Jurisdiction Policy files NULL ","getInstance init getMaxAllowedKeyLength registerBouncyCastle getEncoded ","","org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
434,"CatchClause","java.security.GeneralSecurityException",true,"jce id hash algorithm needs bouncy castle ","org.apache.poi.poifs.crypt.HashAlgorithm java.lang.String java.security.MessageDigest boolean void ","","getInstance registerBouncyCastle ","","",org.apache.poi.EncryptedDocumentException
435,"CatchClause","java.security.GeneralSecurityException",true,"hash algorithm jce hmac id needs bouncy castle ","org.apache.poi.poifs.crypt.HashAlgorithm java.lang.String javax.crypto.Mac boolean void ","","getInstance registerBouncyCastle ","","",org.apache.poi.EncryptedDocumentException
436,"CatchClause","java.lang.Exception",false,"bc provider name clazz ","java.lang.ClassLoader java.lang.Class java.lang.String java.security.Provider java.lang.Class int org.apache.poi.poifs.crypt.CryptoFunctions java.security.Security ","org.bouncycastle.jce.provider.BouncyCastleProvider ","newInstance addProvider getClassLoader loadClass ","","",org.apache.poi.EncryptedDocumentException
437,"IfStatement","null",true,"password ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
438,"IfStatement","null",true,"password ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
439,"MethodDeclaration","null",false,"","","","","IOException GeneralSecurityException ","",org.apache.poi.EncryptedDocumentException
440,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.EncryptedDocumentException
441,"MethodDeclaration","null",false,"","","","","GeneralSecurityException ","",org.apache.poi.EncryptedDocumentException
442,"IfStatement","null",false,"","org.apache.poi.poifs.crypt.Decryptor ","NULL ","","","",org.apache.poi.EncryptedDocumentException
443,"MethodDeclaration","null",false,"","","","","IOException GeneralSecurityException ","",org.apache.poi.EncryptedDocumentException
444,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.EncryptedDocumentException
445,"CatchClause","java.io.IOException",true,"buf event ","org.apache.poi.poifs.filesystem.POIFSWriterEvent byte int void org.apache.poi.poifs.filesystem.DocumentOutputStream ","","write getLimit getStream ","","",org.apache.poi.EncryptedDocumentException
446,"IfStatement","null",false,"length ","int ","","","","",org.apache.poi.EncryptedDocumentException
447,"CatchClause","java.security.GeneralSecurityException",false,"chunk is valid ","boolean void ","","nextChunk ","IOException ","",org.apache.poi.EncryptedDocumentException
448,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
449,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
450,"CatchClause","java.io.IOException",true,"len read bytes total off ","int byte java.io.EOFException java.lang.Math ","buffer underrun ","max read ","","java.io.EOFException ",java.lang.RuntimeException
451,"MethodDeclaration","null",true,"allowed bits key bits ","int ","","","","",org.apache.poi.EncryptedDocumentException
452,"MethodDeclaration","null",true,"ecma id ","int org.apache.poi.poifs.crypt.CipherProvider ","","","","",org.apache.poi.EncryptedDocumentException
453,"MethodDeclaration","null",true,"ecma id ","int org.apache.poi.poifs.crypt.HashAlgorithm ","","","","",org.apache.poi.EncryptedDocumentException
454,"MethodDeclaration","null",true,"ecma string ","java.lang.String org.apache.poi.poifs.crypt.HashAlgorithm boolean ","","equals ","","",org.apache.poi.EncryptedDocumentException
455,"MethodDeclaration","null",true,"jce id string ecma string ","java.lang.String org.apache.poi.poifs.crypt.HashAlgorithm boolean ","","equalsIgnoreCase ","","",org.apache.poi.EncryptedDocumentException
456,"IfStatement","null",true,"len length off ","int byte ","","","IOException ","",java.io.IOException
457,"CatchClause","java.security.GeneralSecurityException",true,"continued do final chunk size pos in chunk old pos streaming index cipher ci len last chunk pos ","int boolean long javax.crypto.Cipher ","","initCipherForBlock invokeCipher ","IOException ","",java.io.IOException
458,"CatchClause","java.security.GeneralSecurityException",false,"file out dir default_poifs_entry ole stream size pos long_size ","java.io.File int org.apache.poi.poifs.filesystem.DirectoryNode void long java.lang.String org.apache.poi.util.LittleEndianConsts org.apache.poi.poifs.filesystem.DocumentEntry org.apache.poi.poifs.crypt.ChunkedCipherOutputStream.EncryptedPackageWriter ","NULL ","createDocument calculateChecksum length writeChunk createEncryptionInfoEntry ","IOException ","",java.io.IOException
459,"CatchClause","java.io.IOException",true,"event buf file out error long_size fis pos log ","java.io.OutputStream java.io.File byte java.io.FileInputStream int long void org.apache.poi.util.POILogger org.apache.poi.poifs.filesystem.POIFSWriterEvent org.apache.poi.util.LittleEndian org.apache.poi.poifs.filesystem.DocumentOutputStream ","Can't delete temporary encryption file:  ","putLong log write getStream delete copy ","","",org.apache.poi.EncryptedDocumentException
460,"MethodDeclaration","null",true,"ecma id ","int org.apache.poi.poifs.crypt.CipherAlgorithm ","","","","",org.apache.poi.EncryptedDocumentException
461,"MethodDeclaration","null",true,"key size xml id ","java.lang.String int org.apache.poi.poifs.crypt.CipherAlgorithm boolean ","","equals ","","",org.apache.poi.EncryptedDocumentException
462,"IfStatement","null",false,"agile version minor version major ","int org.apache.poi.poifs.crypt.EncryptionMode ","","","IOException ","java.io.IOException ",org.apache.poi.EncryptedDocumentException
463,"CatchClause","java.lang.Exception",false,"encryption mode eib ","org.apache.poi.poifs.crypt.EncryptionInfoBuilder org.apache.poi.poifs.crypt.EncryptionMode ","","getBuilder ","IOException ","org.apache.poi.EncryptedDocumentException ",java.io.IOException
464,"CatchClause","java.lang.Exception",true,"encryption mode eib ","org.apache.poi.poifs.crypt.EncryptionInfoBuilder org.apache.poi.poifs.crypt.EncryptionMode ","","getBuilder ","","",org.apache.poi.EncryptedDocumentException
465,"IfStatement","null",true,"salt length ","byte int ","NULL ","","","",org.apache.poi.EncryptedDocumentException
466,"CatchClause","java.security.GeneralSecurityException",true,"encrypted verifier hash encrypt_mode hash algo hash alg cipher ver encrypted verifier calc verifier hash verifier skey ","byte javax.crypto.Cipher org.apache.poi.poifs.crypt.binaryrc4.BinaryRC4EncryptionVerifier org.apache.poi.poifs.crypt.HashAlgorithm java.security.MessageDigest int void javax.crypto.SecretKey org.apache.poi.poifs.crypt.EncryptionInfo org.apache.poi.poifs.crypt.CryptoFunctions org.apache.poi.poifs.crypt.binaryrc4.BinaryRC4Decryptor ","NULL ","doFinal update setEncryptedVerifier getMessageDigest setEncryptedVerifierHash getEncryptionInfo digest initCipherForBlock getHashAlgorithm ","","",org.apache.poi.EncryptedDocumentException
467,"CatchClause","java.security.GeneralSecurityException",false,"encrypted verifier hash hash alg hash algo length decrypt_mode cipher ver encrypted verifier calc verifier hash verifier verifier hash ","byte javax.crypto.Cipher int org.apache.poi.poifs.crypt.EncryptionVerifier org.apache.poi.poifs.crypt.HashAlgorithm java.security.MessageDigest javax.crypto.SecretKey void org.apache.poi.poifs.crypt.EncryptionInfo org.apache.poi.poifs.crypt.CryptoFunctions boolean ","NULL ","equals doFinal getEncryptedVerifier setSecretKey getMessageDigest update getEncryptionInfo digest getEncryptedVerifierHash initCipherForBlock setVerifier ","","",org.apache.poi.EncryptedDocumentException
468,"IfStatement","null",false,"length ","long ","","","","",java.lang.IllegalStateException
469,"CatchClause","java.security.GeneralSecurityException",false,"encrypted verifier hash hash alg hash algo length decrypt_mode cipher ver encrypted verifier calc verifier hash verifier verifier hash ","byte javax.crypto.Cipher int org.apache.poi.poifs.crypt.EncryptionVerifier org.apache.poi.poifs.crypt.HashAlgorithm java.security.MessageDigest javax.crypto.SecretKey void org.apache.poi.poifs.crypt.EncryptionInfo org.apache.poi.poifs.crypt.CryptoFunctions boolean ","NULL ","equals doFinal getEncryptedVerifier setSecretKey getMessageDigest update getEncryptionInfo digest getEncryptedVerifierHash initCipherForBlock setVerifier ","","",org.apache.poi.EncryptedDocumentException
470,"MethodDeclaration","null",false,"","","","","IOException GeneralSecurityException ","",java.io.IOException
471,"IfStatement","null",false,"","java.lang.Exception java.io.IOException ","","","IOException GeneralSecurityException ","java.io.EOFException java.security.GeneralSecurityException java.io.IOException ",java.io.IOException
472,"IfStatement","null",false,"","java.lang.Exception java.io.IOException ","","","IOException GeneralSecurityException ","java.io.EOFException java.security.GeneralSecurityException java.io.IOException ",java.io.IOException
473,"IfStatement","null",false,"length ","long ","","","","",java.lang.IllegalStateException
474,"CatchClause","java.lang.Exception",true,"cipher one byte ","byte int javax.crypto.Cipher void ","","update ","","",org.apache.poi.EncryptedDocumentException
475,"CatchClause","java.lang.Exception",true,"len cipher off ","int byte javax.crypto.Cipher void ","","update ","","",org.apache.poi.EncryptedDocumentException
476,"CatchClause","java.security.GeneralSecurityException",true,"encrypted verifier hash length hash algo hash alg cipher ver encrypted verifier calc verifier hash verifier ","byte javax.crypto.Cipher java.security.MessageDigest org.apache.poi.poifs.crypt.cryptoapi.CryptoAPIEncryptionVerifier org.apache.poi.poifs.crypt.HashAlgorithm int void org.apache.poi.poifs.crypt.CryptoFunctions ","NULL ","doFinal getHashAlgorithm initCipherForBlock getMessageDigest setEncryptedVerifierHash digest setEncryptedVerifier update ","","",org.apache.poi.EncryptedDocumentException
477,"MethodDeclaration","null",false,"","","","","IOException ","",java.io.IOException
478,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.EncryptedDocumentException
479,"IfStatement","null",false,"found ","boolean ","","","","",org.apache.poi.EncryptedDocumentException
480,"IfStatement","null",true,"count newpos ","int ","","","","",java.lang.ArrayIndexOutOfBoundsException
481,"CatchClause","javax.crypto.ShortBufferException",false,"cipher one byte ","byte javax.crypto.Cipher int ","","update ","","",org.apache.poi.EncryptedDocumentException
482,"CatchClause","javax.crypto.ShortBufferException",true,"cipher read len off ","int byte javax.crypto.Cipher ","","update ","","",org.apache.poi.EncryptedDocumentException
483,"CatchClause","java.security.GeneralSecurityException",true,"encrypted verifier hash hash algo cipher ver encrypted verifier calc verifier hash verifier enc ver hash size encrypted verifier hash length ","byte org.apache.poi.poifs.crypt.standard.StandardEncryptionVerifier int java.security.MessageDigest javax.crypto.Cipher void org.apache.poi.poifs.crypt.CryptoFunctions org.apache.poi.poifs.crypt.HashAlgorithm org.apache.poi.poifs.crypt.CipherAlgorithm java.util.Arrays ","","doFinal copyOf getHashAlgorithm getMessageDigest getCipherAlgorithm setEncryptedVerifierHash digest setEncryptedVerifier ","","",org.apache.poi.EncryptedDocumentException
484,"CatchClause","java.io.IOException",true,"count bytes file out error logger fis leos event ","org.apache.poi.util.LittleEndianOutputStream java.io.File java.io.FileInputStream long void org.apache.poi.util.POILogger int org.apache.poi.poifs.filesystem.POIFSWriterEvent org.apache.poi.poifs.filesystem.DocumentOutputStream org.apache.poi.util.IOUtils boolean ","Can't delete temporary encryption file:  ","log getStream close delete copy writeLong ","","",org.apache.poi.EncryptedDocumentException
485,"IfStatement","null",false,"salt size ","int ","","","","",java.lang.RuntimeException
486,"IfStatement","null",true,"salt length ","byte int ","NULL ","","","",org.apache.poi.EncryptedDocumentException
487,"CatchClause","java.security.GeneralSecurityException",false,"encrypted verifier hash length ver cipher encrypted verifier calc verifier hash verifier sha1 decrypted verifier hash verifier hash skey ","byte org.apache.poi.poifs.crypt.EncryptionVerifier java.security.MessageDigest javax.crypto.Cipher void int javax.crypto.SecretKey java.util.Arrays org.apache.poi.poifs.crypt.CryptoFunctions org.apache.poi.poifs.crypt.HashAlgorithm boolean ","","doFinal equals getEncryptedVerifier setSecretKey getMessageDigest digest getEncryptedVerifierHash setVerifier getHashAlgorithm copyOf ","","",org.apache.poi.EncryptedDocumentException
488,"IfStatement","null",false,"_length ","long ","","","","",java.lang.IllegalStateException
489,"IfStatement","null",true,"aes192 aes128 aes256 cipher algorithm ","org.apache.poi.poifs.crypt.CipherAlgorithm ","","","","org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
490,"IfStatement","null",true,"hash algorithm sha1 ","org.apache.poi.poifs.crypt.HashAlgorithm ","","","","org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
491,"IfStatement","null",true,"ecb chaining mode ","org.apache.poi.poifs.crypt.ChainingMode ","","","","org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
492,"IfStatement","null",false,"found ","boolean ","","","","org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
493,"MethodDeclaration","null",false,"","","","","IOException GeneralSecurityException ","",org.apache.poi.EncryptedDocumentException
494,"IfStatement","null",false,"length ","long ","","","","",java.lang.IllegalStateException
495,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.EncryptedDocumentException
496,"IfStatement","null",false,"file ","java.io.File boolean ","","mkdirs exists ","IOException ","",java.io.IOException
497,"IfStatement","null",false,"file ","java.io.File boolean ","","mkdirs exists ","IOException ","",java.io.IOException
498,"IfStatement","null",true,"listener ","org.apache.poi.poifs.eventfilesystem.POIFSReaderListener ","NULL ","","","java.lang.IllegalStateException ",java.lang.NullPointerException
499,"IfStatement","null",false,"registry closed ","boolean ","","","","java.lang.NullPointerException ",java.lang.IllegalStateException
500,"IfStatement","null",true,"name listener ","java.lang.String org.apache.poi.poifs.eventfilesystem.POIFSReaderListener int ","NULL ","length ","","java.lang.IllegalStateException ",java.lang.NullPointerException
501,"IfStatement","null",false,"registry closed ","boolean ","","","","java.lang.NullPointerException ",java.lang.IllegalStateException
502,"IfStatement","null",true,"document ","org.apache.poi.poifs.filesystem.DocumentEntry org.apache.poi.poifs.filesystem.DocumentNode ","","","IOException ","",java.io.IOException
503,"IfStatement","null",false,"_closed ","boolean ","","","","",java.lang.IllegalStateException
504,"IfStatement","null",true,"","byte ","NULL ","","IOException ","java.lang.IndexOutOfBoundsException ",java.lang.IllegalArgumentException
505,"IfStatement","null",true,"len length off ","int byte ","","","IOException ","java.lang.IllegalArgumentException ",java.lang.IndexOutOfBoundsException
506,"IfStatement","null",false,"_closed ","boolean ","","","IOException ","",java.io.IOException
507,"IfStatement","null",false,"_closed ","boolean ","","","","java.lang.RuntimeException ",java.lang.IllegalStateException
508,"IfStatement","null",true,"_document_size _current_offset requested size ","int ","","","","java.lang.IllegalStateException ",java.lang.RuntimeException
509,"IfStatement","null",true,"len ","int ","","","","",java.lang.RuntimeException
510,"CatchClause","java.io.IOException",false,"_data temp file ","java.io.File org.apache.poi.poifs.nio.DataSource org.apache.poi.poifs.nio.FileBackedDataSource org.apache.poi.util.TempFile ","poifs .tmp ","createTempFile ","","",java.lang.RuntimeException
511,"CatchClause","java.lang.Exception",true,"header buffer _header _data channel src file smaller_big_block_size read only ","org.apache.poi.poifs.nio.FileBackedDataSource java.nio.ByteBuffer java.nio.channels.FileChannel java.io.File org.apache.poi.poifs.nio.DataSource boolean org.apache.poi.poifs.storage.HeaderBlock int long void org.apache.poi.EmptyFileException ","NULL ","readFully readCoreContents length getChannel allocate ","IOException ","org.apache.poi.EmptyFileException ",java.lang.Exception
512,"IfStatement","null",false,"max_value max size ","int long java.lang.Integer ","","","IOException ","",java.lang.IllegalArgumentException
513,"IfStatement","null",true,"success ","boolean ","","","","",java.lang.RuntimeException
514,"CatchClause","java.lang.IndexOutOfBoundsException",false,"start at big block size _data ","org.apache.poi.poifs.nio.DataSource long org.apache.poi.poifs.common.POIFSBigBlockSize java.nio.ByteBuffer int ","","getBigBlockSize read ","IOException ","",java.lang.IndexOutOfBoundsException
515,"IfStatement","null",false,"_data ","org.apache.poi.poifs.nio.DataSource org.apache.poi.poifs.nio.FileBackedDataSource ","","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
516,"IfStatement","null",false,"_data ","org.apache.poi.poifs.nio.DataSource org.apache.poi.poifs.nio.FileBackedDataSource boolean ","","isWriteable ","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
517,"IfStatement","null",true,"block_count ","int ","","","IOException ","java.io.IOException ",java.io.IOException
518,"IfStatement","null",true,"max_block_count block_count ","int ","","","IOException ","java.io.IOException ",java.io.IOException
519,"IfStatement","null",true,"inp ","java.io.InputStream boolean ","","markSupported ","IOException ","",java.io.IOException
520,"IfStatement","null",true,"used_blocks offset ","int boolean ","","","","",java.lang.IllegalStateException
521,"IfStatement","null",true,"path ","org.apache.poi.poifs.filesystem.POIFSDocumentPath ","NULL ","","","java.lang.NullPointerException java.lang.IllegalArgumentException ",java.lang.NullPointerException
522,"IfStatement","null",true,"name ","java.lang.String ","NULL ","","","java.lang.NullPointerException java.lang.IllegalArgumentException ",java.lang.NullPointerException
523,"IfStatement","null",true,"name ","java.lang.String int ","","length ","","java.lang.NullPointerException java.lang.NullPointerException ",java.lang.IllegalArgumentException
524,"IfStatement","null",true,"password ","java.lang.String ","NULL ","","IOException ","org.apache.poi.EncryptedDocumentException java.io.IOException ",org.apache.poi.EncryptedDocumentException
525,"IfStatement","null",true,"password ","java.lang.String ","NULL ","","IOException ","org.apache.poi.EncryptedDocumentException java.io.IOException ",org.apache.poi.EncryptedDocumentException
526,"CatchClause","java.security.GeneralSecurityException",true,"root default_password password password correct ","boolean java.lang.String org.apache.poi.poifs.crypt.Decryptor org.apache.poi.poifs.filesystem.DirectoryNode org.apache.poi.EncryptedDocumentException java.io.InputStream ","NULL The supplied spreadsheet is protected, but no password was supplied Password incorrect ","verifyPassword getDataStream ","IOException ","org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException ",java.io.IOException
527,"IfStatement","null",false,"start block end_of_chain ","int org.apache.poi.poifs.common.POIFSConstants ","","","","",java.lang.IllegalStateException
528,"CatchClause","java.io.IOException",false,"loop detector block store ","org.apache.poi.poifs.filesystem.BlockStore.ChainLoopDetector org.apache.poi.poifs.filesystem.BlockStore ","","getChainLoopDetector ","","",java.lang.RuntimeException
529,"IfStatement","null",false,"","boolean ","","hasNext ","","java.lang.RuntimeException ",java.util.NoSuchElementException
530,"CatchClause","java.io.IOException",false,"loop detector block store next block data ","int java.nio.ByteBuffer org.apache.poi.poifs.filesystem.BlockStore org.apache.poi.poifs.filesystem.BlockStore.ChainLoopDetector void ","","getNextBlock claim getBlockAt ","","java.util.NoSuchElementException ",java.lang.RuntimeException
531,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
532,"IfStatement","null",true,"len length off ","int byte ","","","IOException ","",java.lang.IndexOutOfBoundsException
533,"IfStatement","null",true,"document ","org.apache.poi.poifs.filesystem.DocumentEntry org.apache.poi.poifs.filesystem.DocumentNode ","","","IOException ","",java.io.IOException
534,"IfStatement","null",true,"parent ","org.apache.poi.poifs.filesystem.DirectoryEntry org.apache.poi.poifs.filesystem.DirectoryNode ","","","IOException ","",java.io.IOException
535,"IfStatement","null",false,"_closed ","boolean ","","","IOException ","java.io.IOException ",java.io.IOException
536,"IfStatement","null",true,"len _limit ","long int ","","size ","IOException ","java.io.IOException ",java.io.IOException
537,"IfStatement","null",false,"","java.lang.String java.util.function.Predicate java.util.stream.Stream boolean java.util.stream.Stream ","","anyMatch ","IllegalArgumentException ","",java.lang.IllegalArgumentException
538,"IfStatement","null",true,"document ","org.apache.poi.poifs.filesystem.Entry boolean ","","isDocumentEntry ","IOException ","",java.io.IOException
539,"CatchClause","java.io.IOException",true,"entry _filesystem ","org.apache.poi.poifs.filesystem.EntryNode org.apache.poi.poifs.filesystem.POIFSFileSystem void ","","remove ","","",java.lang.RuntimeException
540,"IfStatement","null",false,"_byname ","java.util.Map boolean ","Workbook ","containsKey ","FileNotFoundException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.io.FileNotFoundException ",java.lang.IllegalArgumentException
541,"IfStatement","null",false,"_byname ","java.util.Map boolean ","PowerPoint Document ","containsKey ","FileNotFoundException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.io.FileNotFoundException ",java.lang.IllegalArgumentException
542,"IfStatement","null",false,"_byname ","java.util.Map boolean ","VisioDocument ","containsKey ","FileNotFoundException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.io.FileNotFoundException ",java.lang.IllegalArgumentException
543,"IfStatement","null",false,"rval ","org.apache.poi.poifs.filesystem.Entry ","NULL ","","FileNotFoundException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.io.FileNotFoundException
544,"IfStatement","null",true,"directory ","org.apache.poi.poifs.filesystem.DirectoryEntry ","NULL ","","","",java.lang.IllegalArgumentException
545,"IfStatement","null",true,"name excludes ","java.lang.String java.util.Set boolean ","","contains ","FileNotFoundException ","",java.io.FileNotFoundException
546,"IfStatement","null",false,"","boolean ","","hasNext ","","",java.util.NoSuchElementException
547,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
548,"IfStatement","null",false,"","java.lang.RuntimeException java.lang.Throwable java.io.IOException ","","getCause ","IOException ","java.lang.RuntimeException ",java.io.IOException
549,"IfStatement","null",false,"","java.lang.RuntimeException java.lang.Throwable java.io.IOException ","","getCause ","IOException ","java.io.IOException ",java.lang.RuntimeException
