@relation "poi"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{org.apache.poi.EncryptedDocumentException,java.io.IOException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,java.util.NoSuchElementException,org.apache.poi.util.RecordFormatException,org.apache.poi.hpsf.HPSFRuntimeException,java.lang.Exception,java.lang.ArrayIndexOutOfBoundsException,java.lang.NullPointerException,java.lang.IndexOutOfBoundsException,java.io.FileNotFoundException,org.apache.poi.ss.formula.eval.NotImplementedException,org.apache.poi.ss.formula.FormulaParseException,org.apache.poi.ss.formula.eval.EvaluationException,org.apache.poi.ss.formula.eval.ErrorEval,org.apache.poi.ooxml.POIXMLException,org.apache.poi.openxml4j.exceptions.InvalidFormatException,org.apache.poi.openxml4j.exceptions.InvalidOperationException,org.apache.poi.xssf.binary.XSSFBParseException,org.apache.poi.hslf.exceptions.HSLFException,org.apache.poi.hslf.exceptions.CorruptPowerPointFileException}

@data
1327,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",true,"path ","java.lang.String org.apache.poi.openxml4j.opc.OPCPackage ","","open ","IOException ","",java.io.IOException
1328,"CatchClause","java.lang.Exception",false,"pkg properties ","org.apache.poi.ooxml.POIXMLProperties org.apache.poi.openxml4j.opc.OPCPackage ","","","","",org.apache.poi.ooxml.POIXMLException
1329,"CatchClause","org.apache.poi.openxml4j.exceptions.OpenXML4JException",true,"factory context ","org.apache.poi.ooxml.POIXMLFactory java.util.Map void ","","read ","IOException ","",org.apache.poi.ooxml.POIXMLException
1330,"IfStatement","null",false,"","org.apache.poi.openxml4j.opc.OPCPackage ","NULL ","","IOException ","",java.io.IOException
1331,"CatchClause","java.lang.Exception",true,"document out name file document builder entry ","org.w3c.dom.Document java.lang.String org.apache.commons.compress.archivers.zip.ZipArchiveEntry org.apache.poi.openxml4j.util.ZipSecureFile java.util.zip.ZipOutputStream void javax.xml.parsers.DocumentBuilder org.apache.poi.openxml4j.util.ZipArchiveThresholdInputStream java.io.PrintStream boolean long ",".rels .xml Not pretty-printing non-XML file  ","endsWith getInputStream println pretty setXmlStandalone parse copy ","IOException ","",java.io.IOException
1332,"CatchClause","org.apache.poi.poifs.filesystem.NotOLE2FileException",true,"extractor default_poifs_entry ","org.apache.poi.poifs.filesystem.POIFSFileSystem org.apache.poi.extractor.POITextExtractor java.io.File java.lang.String org.apache.poi.poifs.filesystem.DirectoryNode org.apache.poi.poifs.crypt.Decryptor void boolean ","","createExtractor createEncryptedOOXMLExtractor hasEntry getRoot setFilesystem ","IOException OpenXML4JException XmlException ","java.lang.Throwable ",java.lang.IllegalArgumentException
1333,"SwitchStatement","null",false,"","org.apache.poi.poifs.filesystem.FileMagic ","","","IOException OpenXML4JException XmlException ","",java.lang.IllegalArgumentException
1334,"IfStatement","null",false,"core ","org.apache.poi.openxml4j.opc.PackageRelationshipCollection int ","","size ","IOException OpenXML4JException XmlException ","java.lang.IllegalArgumentException java.lang.Throwable ",java.lang.IllegalArgumentException
1335,"TryStatement","null",true,"core theme_manager pkg visio_document_rel strict_document_rel content type ","org.apache.poi.openxml4j.opc.PackageRelationshipCollection org.apache.poi.openxml4j.opc.OPCPackage java.lang.String int org.apache.poi.xslf.usermodel.XSLFRelation org.apache.poi.xslf.usermodel.XMLSlideShow org.apache.poi.sl.extractor.SlideShowExtractor java.lang.IllegalArgumentException org.apache.poi.xdgf.extractor.XDGFVisioExtractor boolean ","Invalid OOXML Package received - expected 1 core document, found  ","size getRelationshipsByType getContentType equals ","IOException OpenXML4JException XmlException ","java.lang.IllegalArgumentException java.lang.Throwable ",java.lang.IllegalArgumentException
1336,"IfStatement","null",false,"root ","org.apache.poi.poifs.filesystem.DirectoryEntry ","NULL ","","IOException OpenXML4JException XmlException ","java.io.IOException ",java.lang.IllegalStateException
1337,"CatchClause","java.lang.Exception",false,"text extractors non p o i f ","java.io.InputStream java.util.ArrayList boolean org.apache.poi.extractor.POITextExtractor ","","createExtractor add ","IOException OpenXML4JException XmlException ","java.lang.IllegalStateException ",java.io.IOException
1338,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
1339,"IfStatement","null",false,"pass dec ","java.lang.String org.apache.poi.poifs.crypt.Decryptor boolean ","","verifyPassword ","IOException ","java.io.IOException org.apache.poi.EncryptedDocumentException ",org.apache.poi.EncryptedDocumentException
1340,"CatchClause","java.io.IOException",true,"pass dec ","java.io.InputStream org.apache.poi.poifs.crypt.Decryptor java.lang.String org.apache.poi.poifs.filesystem.POIFSFileSystem org.apache.poi.openxml4j.opc.OPCPackage boolean org.apache.poi.EncryptedDocumentException org.apache.poi.extractor.POITextExtractor ","Invalid password specified - use Biff8EncryptionKey.setCurrentUserPassword() before calling extractor ","createExtractor open getDataStream verifyPassword ","IOException ","org.apache.poi.EncryptedDocumentException org.apache.poi.EncryptedDocumentException ",java.io.IOException
1341,"CatchClause","java.lang.Exception",true,"pass dec ","java.io.InputStream org.apache.poi.poifs.crypt.Decryptor java.lang.String org.apache.poi.poifs.filesystem.POIFSFileSystem org.apache.poi.openxml4j.opc.OPCPackage boolean org.apache.poi.EncryptedDocumentException org.apache.poi.extractor.POITextExtractor ","Invalid password specified - use Biff8EncryptionKey.setCurrentUserPassword() before calling extractor ","createExtractor open getDataStream verifyPassword ","IOException ","org.apache.poi.EncryptedDocumentException java.io.IOException ",org.apache.poi.EncryptedDocumentException
1342,"CatchClause","java.lang.Exception",false,"","java.lang.String ","","getCustomPropertiesText getExtendedPropertiesText getCorePropertiesText ","","",java.lang.RuntimeException
1343,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalStateException
1344,"IfStatement","null",false,"size ","int org.apache.poi.openxml4j.util.ZipSecureFile long ","","getMaxTextSize ","","",java.lang.IllegalStateException
1345,"IfStatement","null",true,"upperbound lowerbound ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1346,"IfStatement","null",true,"min_id lowerbound ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1347,"IfStatement","null",true,"max_id upperbound ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1348,"IfStatement","null",true,"upperbound lowerbound ","long ","","","","",java.lang.IllegalArgumentException
1349,"IfStatement","null",true,"upperbound lowerbound ","long ","","","","",java.lang.IllegalArgumentException
1350,"IfStatement","null",false,"segments ","java.util.LinkedList boolean ","","isEmpty ","","",java.lang.IllegalStateException
1351,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",true,"","java.io.InputStream org.apache.poi.openxml4j.opc.OPCPackage ","","open ","IOException ","",org.apache.poi.ooxml.POIXMLException
1352,"CatchClause","java.net.URISyntaxException",true,"part name part u r i ","java.net.URI java.lang.String ","","","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.OpenXML4JRuntimeException ",java.lang.IllegalArgumentException
1353,"IfStatement","null",true,"part uri ","java.net.URI ","NULL ","","","",java.lang.IllegalArgumentException
1354,"IfStatement","null",true,"part uri ","java.net.URI ","NULL ","","InvalidFormatException ","",java.lang.IllegalArgumentException
1355,"IfStatement","null",true,"part u r i ","java.net.URI ","NULL ","","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException ",java.lang.IllegalArgumentException
1356,"IfStatement","null",false,"forward_slash_char uri path ","java.lang.String char int org.apache.poi.openxml4j.opc.PackagingURIHelper ","","length charAt ","InvalidFormatException ","java.lang.IllegalArgumentException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1357,"IfStatement","null",true,"part uri ","java.net.URI ","NULL ","","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",java.lang.IllegalArgumentException
1358,"IfStatement","null",false,"segments length ","int java.lang.String ","","","InvalidFormatException ","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1359,"IfStatement","null",false,"seg ","java.lang.String boolean ","NULL ","isEmpty ","InvalidFormatException ","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1360,"IfStatement","null",false,"seg ","java.lang.String boolean ","","endsWith ","InvalidFormatException ","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1361,"IfStatement","null",false,"seg ","java.lang.String boolean ","\\. ","replaceAll isEmpty ","InvalidFormatException ","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1362,"IfStatement","null",false,"","char ","","","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1363,"IfStatement","null",true,"segment length ","int java.lang.String boolean char ","","charAt isHexDigit ","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1364,"IfStatement","null",false,"decoded char ","char ","","","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1365,"IfStatement","null",false,"decoded char rfc3986_pchar_unreserved_sup ","char java.lang.String int boolean ","","isDigitOrLetter indexOf ","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1366,"IfStatement","null",false,"forward_slash_char uri path ","java.lang.String char int org.apache.poi.openxml4j.opc.PackagingURIHelper ","","charAt length ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1367,"IfStatement","null",false,"forward_slash_char uri path ","java.lang.String char int org.apache.poi.openxml4j.opc.PackagingURIHelper ","","length charAt ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1368,"IfStatement","null",true,"part uri ","java.net.URI boolean ","","isAbsolute ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1369,"IfStatement","null",true,"part uri ","java.net.URI ","NULL ","","","",java.lang.IllegalArgumentException
1370,"CatchClause","java.net.URISyntaxException",true,"ret uri prefix suffix ","java.net.URI java.lang.String ","","getPath combine ","","",java.lang.IllegalArgumentException
1371,"IfStatement","null",false,"segments source length ","int java.lang.String ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1372,"IfStatement","null",false,"segments target length ","int java.lang.String ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1373,"IfStatement","null",true,"source part uri ","java.net.URI boolean ","NULL ","isAbsolute ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1374,"IfStatement","null",true,"target uri ","java.net.URI boolean ","NULL ","isAbsolute ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1375,"CatchClause","java.net.URISyntaxException",true,"ret uri path ","java.net.URI java.lang.String ","","toURI ","","",java.lang.IllegalArgumentException
1376,"IfStatement","null",true,"relationship part uri ","java.net.URI ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1377,"IfStatement","null",true,"relationship part uri ","java.net.URI boolean ","","isRelationshipPartURI ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1378,"IfStatement","null",true,"part uri ","java.net.URI ","NULL ","","InvalidFormatException ","",java.lang.IllegalArgumentException
1379,"CatchClause","java.net.URISyntaxException",true,"part name part name u r i ","java.net.URI java.lang.String ","","toURI ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1380,"CatchClause","java.net.URISyntaxException",true,"part name new part name u r i relative part ","java.net.URI java.lang.String org.apache.poi.openxml4j.opc.PackagePart org.apache.poi.openxml4j.opc.PackagePartName ","","resolvePartUri getURI getPartName ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1381,"IfStatement","null",true,"part uri ","java.net.URI ","NULL ","","","",java.lang.IllegalArgumentException
1382,"IfStatement","null",false,"length ","int ","","","","",java.lang.IllegalArgumentException
1383,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName ","NULL ","","","org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1384,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName boolean ","","isRelationshipPartURI ","","java.lang.IllegalArgumentException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1385,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1386,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1387,"MethodDeclaration","null",false,"","","","","","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1388,"IfStatement","null",true,"pkg ","org.apache.poi.openxml4j.opc.OPCPackage ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1389,"IfStatement","null",true,"target uri ","java.net.URI ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1390,"IfStatement","null",true,"relationship type ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1391,"IfStatement","null",true,"","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1392,"IfStatement","null",false,"","org.apache.poi.openxml4j.opc.ZipPackage java.lang.Class ","","getClass ","","",java.lang.IllegalArgumentException
1393,"CatchClause","java.lang.Exception",false,"pack part list ","org.apache.poi.openxml4j.opc.OPCPackage org.apache.poi.openxml4j.opc.PackagePartCollection java.util.ArrayList ","NULL ","getParts ","InvalidFormatException ","",java.lang.Exception
1394,"IfStatement","null",true,"path ","java.lang.String boolean ","NULL ","trim isEmpty ","InvalidFormatException InvalidOperationException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1395,"IfStatement","null",false,"file ","java.io.File boolean ","","isDirectory exists ","InvalidFormatException InvalidOperationException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1396,"IfStatement","null",true,"file ","java.io.File ","NULL ","","InvalidFormatException ","java.lang.IllegalArgumentException java.lang.Exception ",java.lang.IllegalArgumentException
1397,"IfStatement","null",true,"file ","java.io.File boolean ","","isDirectory exists ","InvalidFormatException ","java.lang.IllegalArgumentException java.lang.Exception ",java.lang.IllegalArgumentException
1398,"CatchClause","java.lang.Exception",true,"access file pack original package path write part list ","org.apache.poi.openxml4j.opc.OPCPackage org.apache.poi.openxml4j.opc.PackageAccess java.lang.String org.apache.poi.openxml4j.opc.PackagePartCollection java.io.File java.util.ArrayList ","NULL ","getAbsolutePath getParts ","InvalidFormatException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.Exception
1399,"CatchClause","java.lang.Exception",false,"pack part list ","org.apache.poi.openxml4j.opc.OPCPackage org.apache.poi.openxml4j.opc.PackagePartCollection java.util.ArrayList ","NULL ","getParts ","InvalidFormatException IOException ","",java.lang.Exception
1400,"IfStatement","null",true,"file ","java.io.File boolean ","NULL ","isDirectory exists ","","org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1401,"IfStatement","null",true,"file ","java.io.File boolean ","","exists ","","java.lang.IllegalArgumentException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1402,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",true,"plain_old_xml package_relationships_root_uri pkg relationships_part package properties content type manager core_properties_part_name ","org.apache.poi.openxml4j.opc.OPCPackage org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart org.apache.poi.openxml4j.opc.internal.ContentTypeManager org.apache.poi.openxml4j.opc.PackagingURIHelper org.apache.poi.openxml4j.opc.PackagePartName void java.lang.String java.net.URI java.util.Optional org.apache.poi.openxml4j.opc.internal.ZipContentTypeManager java.util.Optional ","Generated by Apache POI OpenXML4J /default.xml NULL ","createPartName addContentType setCreatedProperty setCreatorProperty ","","",java.lang.IllegalStateException
1403,"IfStatement","null",true,"path ","java.lang.String boolean ","NULL ","isEmpty ","IOException ","",java.lang.IllegalArgumentException
1404,"IfStatement","null",true,"filename ","java.lang.String boolean ","NULL ","isEmpty ","IOException ","org.apache.poi.openxml4j.exceptions.InvalidOperationException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1405,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",false,"part name thumbnail part name ","org.apache.poi.openxml4j.opc.PackagePartName java.lang.String org.apache.poi.openxml4j.opc.PackagingURIHelper ","","createPartName ","IOException ","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1406,"IfStatement","null",false,"thumbnail part name ","org.apache.poi.openxml4j.opc.PackagePartName org.apache.poi.openxml4j.opc.PackagePart ","NULL ","getPart ","IOException ","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1407,"IfStatement","null",false,"read package access ","org.apache.poi.openxml4j.opc.PackageAccess ","","","InvalidOperationException ","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1408,"IfStatement","null",false,"write package access ","org.apache.poi.openxml4j.opc.PackageAccess ","","","InvalidOperationException ","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1409,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName ","NULL ","","","",java.lang.IllegalArgumentException
1410,"IfStatement","null",true,"relationship type ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
1411,"IfStatement","null",true,"name pattern ","java.util.regex.Pattern ","NULL ","","","",java.lang.IllegalArgumentException
1412,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidOperationException",false,"context part part list part unmarshaller package properties _part name unmarshall part need core properties part has core properties part ","org.apache.poi.openxml4j.opc.PackagePart boolean org.apache.poi.openxml4j.opc.PackagePartCollection org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart org.apache.poi.openxml4j.opc.PackagePartName org.apache.poi.openxml4j.opc.internal.unmarshallers.UnmarshallContext org.apache.poi.openxml4j.opc.internal.PartUnmarshaller java.io.InputStream ","","remove getInputStream unmarshall getPartName put ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1413,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName ","NULL ","","","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.PartAlreadyExistsException org.apache.poi.openxml4j.exceptions.InvalidOperationException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1414,"IfStatement","null",true,"content type ","java.lang.String boolean ","NULL ","isEmpty ","","java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.PartAlreadyExistsException org.apache.poi.openxml4j.exceptions.InvalidOperationException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1415,"IfStatement","null",false,"package properties ","org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.PartAlreadyExistsException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1416,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",false,"plain_old_xml extension_xml ppn relationships_part content type manager relationship_part_extension_name ","org.apache.poi.openxml4j.opc.PackagePartName java.lang.String org.apache.poi.openxml4j.opc.internal.ContentTypeManager void org.apache.poi.openxml4j.opc.PackagingURIHelper ","","createPartName addContentType ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.PartAlreadyExistsException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1417,"IfStatement","null",true,"part ","org.apache.poi.openxml4j.opc.PackagePart ","NULL ","","","org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1418,"IfStatement","null",true,"_part name part part list ","org.apache.poi.openxml4j.opc.PackagePart org.apache.poi.openxml4j.opc.PackagePartCollection org.apache.poi.openxml4j.opc.PackagePartName boolean ","","get isDeleted ","","java.lang.IllegalArgumentException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1419,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName boolean ","NULL ","containPart ","","",java.lang.IllegalArgumentException
1420,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName ","NULL ","","","",java.lang.IllegalArgumentException
1421,"IfStatement","null",true,"part name ","org.apache.poi.openxml4j.opc.PackagePartName boolean ","NULL ","containPart ","","",java.lang.IllegalArgumentException
1422,"IfStatement","null",true,"core_properties package properties relationship type ","java.lang.String org.apache.poi.openxml4j.opc.internal.PackagePropertiesPart boolean org.apache.poi.openxml4j.opc.PackageRelationshipTypes ","NULL ","equals ","","org.apache.poi.openxml4j.exceptions.InvalidOperationException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1423,"IfStatement","null",true,"target part name ","org.apache.poi.openxml4j.opc.PackagePartName boolean ","","isRelationshipPartURI ","","org.apache.poi.openxml4j.exceptions.InvalidOperationException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1424,"IfStatement","null",true,"target ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1425,"IfStatement","null",true,"relationship type ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1426,"CatchClause","java.net.URISyntaxException",true,"target u r i target ","java.net.URI java.lang.String ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1427,"IfStatement","null",true,"relationship type ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
1428,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",true,"part marshallers content type ","java.lang.String java.util.Map org.apache.poi.openxml4j.opc.internal.ContentType org.apache.poi.openxml4j.opc.internal.PartMarshaller ","","remove ","","",java.lang.RuntimeException
1429,"CatchClause","org.apache.poi.openxml4j.exceptions.InvalidFormatException",true,"part unmarshallers content type ","java.lang.String java.util.Map org.apache.poi.openxml4j.opc.internal.ContentType org.apache.poi.openxml4j.opc.internal.PartUnmarshaller ","","remove ","","",java.lang.RuntimeException
1430,"MethodDeclaration","null",false,"","","","","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1431,"IfStatement","null",true,"target file ","java.io.File ","NULL ","","IOException ","org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1432,"IfStatement","null",true,"original package path target file ","java.io.File java.lang.String boolean ","","getAbsolutePath equals exists ","IOException ","java.lang.IllegalArgumentException ",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1433,"IfStatement","null",false,"concat seg register part name str ","java.lang.StringBuilder java.util.Set java.lang.String boolean ","","contains toString ","","",org.apache.poi.openxml4j.exceptions.InvalidOperationException
1434,"IfStatement","null",true,"name template ","java.lang.String boolean ","NULL ","contains ","InvalidFormatException ","",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1435,"IfStatement","null",true,"container ","org.apache.poi.openxml4j.opc.OPCPackage ","NULL ","","InvalidFormatException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1436,"IfStatement","null",true,"part ","org.apache.poi.openxml4j.opc.PackagePart boolean ","NULL ","isRelationshipPart ","InvalidFormatException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1437,"IfStatement","null",true,"rel part ","org.apache.poi.openxml4j.opc.PackageRelationship java.lang.String boolean ","NULL ","getId isEmpty ","","",java.lang.IllegalArgumentException
1438,"IfStatement","null",true,"index relationships by i d ","int java.util.TreeMap java.util.Collection ","","values size ","","",java.lang.IllegalArgumentException
1439,"IfStatement","null",false,"f core properties relationship ","boolean ","","","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1440,"CatchClause","java.lang.Exception",true,"root rel part relationships internal target mode relationship_tag_name element debug type id_attribute_name error ","java.lang.String org.w3c.dom.Element int org.apache.poi.openxml4j.opc.TargetMode java.net.URI org.w3c.dom.NodeList org.w3c.dom.Attr boolean org.apache.poi.util.POILogger org.w3c.dom.Document org.apache.poi.openxml4j.opc.PackageRelationship "," in a valid relationship URI-> dummy-URI used internal Parsing relationship:  Cannot convert  OPC Compliance error  NULL http://invalid.uri ","getAttribute equals log toURI toLowerCase getElementsByTagNameNS getInputStream addRelationship getPartName getAttributeNode getValue ","InvalidFormatException ","org.apache.poi.openxml4j.exceptions.InvalidFormatException ",org.apache.poi.openxml4j.exceptions.InvalidFormatException
1441,"IfStatement","null",true,"target ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1442,"IfStatement","null",true,"relationship type ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1443,"CatchClause","java.net.URISyntaxException",true,"target u r i target ","java.net.URI java.lang.String ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1444,"IfStatement","null",true,"target part name ","org.apache.poi.openxml4j.opc.PackagePartName ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1445,"IfStatement","null",true,"target mode ","org.apache.poi.openxml4j.opc.TargetMode ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
1446,"IfStatement","null",true,"relationship type ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException org.apache.poi.openxml4j.exceptions.InvalidOperationException ",java.lang.IllegalArgumentException
