@relation "itext"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.lang.IndexOutOfBoundsException,com.itextpdf.kernel.PdfException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,com.itextpdf.barcodes.qrcode.WriterException,com.itextpdf.io.IOException,java.io.IOException,java.lang.IllegalStateException,com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException,com.itextpdf.io.font.woff2.FontCompressionException,java.io.EOFException,com.itextpdf.kernel.xmp.XMPException,com.itextpdf.pdfa.PdfAConformanceException,com.itextpdf.svg.exceptions.SvgProcessingException}

@data
152,"IfStatement","null",false,"refidstring idstring ","int byte ","","","java.io.IOException ","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
153,"IfStatement","null",false,"fileheaderflags ","int ","0xfc 0x0 ","","java.io.IOException ","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
154,"IfStatement","null",false,"compression compression_ccittfax4 ","int ","","","","",com.itextpdf.io.IOException
155,"IfStatement","null",false,"length data ","int byte ","","","","java.lang.RuntimeException ",java.lang.RuntimeException
156,"CatchClause","java.lang.Exception",false,"lines mode flag ","int ","","findNextLine ","","java.lang.RuntimeException ",java.lang.RuntimeException
157,"IfStatement","null",false,"bits ","int ","","","","java.lang.RuntimeException ",java.lang.RuntimeException
158,"IfStatement","null",false,"bits ","int ","","","","java.lang.RuntimeException ",java.lang.RuntimeException
159,"IfStatement","null",false,"bits ","int ","","","","",java.lang.RuntimeException
160,"MethodDeclaration","null",false,"bit index max bit index next12 bits one d ","int ","","","","",java.lang.RuntimeException
161,"IfStatement","null",false,"fill order ","int ","","","","",java.lang.RuntimeException
162,"IfStatement","null",false,"fill order ","int ","","","","",java.lang.RuntimeException
163,"IfStatement","null",true,"running state uninitialized state ","int com.itextpdf.io.codec.brotli.dec.State ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",java.lang.IllegalStateException
164,"IfStatement","null",false,"window bits ","int ","","","","java.lang.IllegalStateException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
165,"IfStatement","null",true,"running state uninitialized state ","int com.itextpdf.io.codec.brotli.dec.State ","","","IOException ","",java.lang.IllegalStateException
166,"IfStatement","null",true,"byte read buffer size ","int ","","","IOException ","java.lang.IllegalArgumentException java.io.IOException ",java.lang.IllegalArgumentException
167,"IfStatement","null",true,"source ","java.io.InputStream ","NULL ","","IOException ","java.lang.IllegalArgumentException java.io.IOException ",java.lang.IllegalArgumentException
168,"CatchClause","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException",true,"source state ","java.io.InputStream com.itextpdf.io.codec.brotli.dec.State ","","setInput ","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.io.IOException
169,"IfStatement","null",true,"dest offset ","int ","","","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.io.IOException ",java.lang.IllegalArgumentException
170,"IfStatement","null",true,"dest len ","int ","","","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.io.IOException ",java.lang.IllegalArgumentException
171,"IfStatement","null",true,"dest buffer dest len length dest offset ","int byte ","","","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.io.IOException ",java.lang.IllegalArgumentException
172,"CatchClause","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException",true,"copy len state output offset output output used dest len dest offset dest buffer output length ","int com.itextpdf.io.codec.brotli.dec.State byte ","","decompress ","IOException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.io.IOException
173,"IfStatement","null",true,"","com.itextpdf.io.codec.brotli.dec.BitReader ","","readBits ","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
174,"IfStatement","null",false,"size bytes bits ","int ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
175,"IfStatement","null",false,"size nibbles bits ","int ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
176,"IfStatement","null",true,"num symbols repeat delta symbol ","int ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
177,"IfStatement","null",false,"space ","int ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
178,"IfStatement","null",false,"","boolean ","","","","",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
179,"IfStatement","null",true,"context map size ","int ","","","","",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
180,"IfStatement","null",true,"running state uninitialized state ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",java.lang.IllegalStateException
181,"IfStatement","null",true,"running state state closed ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",java.lang.IllegalStateException
182,"IfStatement","null",true,"state meta block length ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
183,"IfStatement","null",true,"state distance ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
184,"IfStatement","null",true,"copy length state meta block length ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
185,"IfStatement","null",false,"length transforms transform idx ","int com.itextpdf.io.codec.brotli.dec.Transform ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
186,"IfStatement","null",true,"copy length min_word_length state max_word_length ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
187,"SwitchStatement","null",true,"running state state ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
188,"IfStatement","null",true,"state meta block length ","int com.itextpdf.io.codec.brotli.dec.State ","","","","java.lang.IllegalStateException java.lang.IllegalStateException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
189,"IfStatement","null",false,"","boolean ","","","","",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
190,"IfStatement","null",true,"end of stream reached ","boolean com.itextpdf.io.codec.brotli.dec.BitReader ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
191,"CatchClause","java.io.IOException",true,"len input tail bytes end of stream reached byte buffer byte_read_size bytes read ","int com.itextpdf.io.codec.brotli.dec.BitReader java.io.InputStream boolean byte ","","read ","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
192,"IfStatement","null",true,"tail bytes byte offset ","int com.itextpdf.io.codec.brotli.dec.BitReader ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
193,"IfStatement","null",true,"tail bytes byte offset end of stream ","int com.itextpdf.io.codec.brotli.dec.BitReader boolean ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
194,"IfStatement","null",true,"input ","java.io.InputStream com.itextpdf.io.codec.brotli.dec.BitReader ","NULL ","","","",java.lang.IllegalStateException
195,"IfStatement","null",false,"padding bits ","int ","","","","",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
196,"IfStatement","null",true,"bit offset ","int com.itextpdf.io.codec.brotli.dec.BitReader ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
197,"IfStatement","null",false,"len ","int ","","","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
198,"CatchClause","java.io.IOException",true,"len input length data offset ","int java.io.InputStream com.itextpdf.io.codec.brotli.dec.BitReader byte ","Unexpected end of input ","read ","","com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException ",com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException
199,"IfStatement","null",false,"length data offset ","int byte ","","","","",java.lang.RuntimeException
200,"IfStatement","null",true,"length data ","byte int ","0x73 0x70 0x63 0x61 128 ","","","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
201,"IfStatement","null",true,"num components ","int ","","","","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
202,"IfStatement","null",false,"","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
203,"IfStatement","null",false,"head ","byte ","0x63 0x73 0x61 0x70 ","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
204,"IfStatement","null",false,"","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
205,"CatchClause","java.lang.Exception",true,"file head length icc invalid icc profile ptr remain ","int byte java.lang.String com.itextpdf.io.source.RandomAccessFileOrArray ","0xff 0x73 0x70 0x63 0x61 ","read getInstance arraycopy ","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
206,"CatchClause","java.io.IOException",true,"stream raf ","java.io.InputStream com.itextpdf.io.source.RandomAccessFileOrArray ","","createSource ","","",com.itextpdf.io.IOException
207,"CatchClause","java.io.IOException",true,"filename raf ","java.lang.String com.itextpdf.io.source.RandomAccessFileOrArray ","","createBestSource ","","",com.itextpdf.io.IOException
208,"CatchClause","java.io.UnsupportedEncodingException",true,"color space data ","java.lang.String byte ","US-ASCII ","","","",com.itextpdf.io.IOException
209,"CatchClause","java.io.UnsupportedEncodingException",true,"device class data ","java.lang.String byte ","US-ASCII ","","","",com.itextpdf.io.IOException
210,"IfStatement","null",false,"font desc ","java.util.Map ","NULL ","","","",com.itextpdf.io.IOException
211,"IfStatement","null",true,"name ","java.lang.String ","","isStandardFont ","java.io.IOException ","",com.itextpdf.io.IOException
212,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
213,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
214,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
215,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
216,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
217,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
218,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
219,"IfStatement","null",false,"metrics path ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
220,"IfStatement","null",false,"resource ","java.io.InputStream ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
221,"IfStatement","null",false,"afm path ","java.lang.String ",".pfm ","endsWith toLowerCase ","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
222,"CatchClause","java.lang.Exception",false,"","java.io.ByteArrayOutputStream com.itextpdf.io.source.RandomAccessFileOrArray ","","convert ","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
223,"IfStatement","null",false,"afm data ","byte ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
224,"IfStatement","null",true,"ttc path ","java.lang.String ","","fileExists ","java.io.IOException ","",com.itextpdf.io.IOException
225,"IfStatement","null",true,"t t c size ttc index ","int ","","","java.io.IOException ","",com.itextpdf.io.IOException
226,"IfStatement","null",false,"main tag ","java.lang.String ","ttcf ","equals ","java.io.IOException ","",com.itextpdf.io.IOException
227,"IfStatement","null",false,"file name ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
228,"IfStatement","null",false,"file name ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
229,"IfStatement","null",false,"file name ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
230,"IfStatement","null",false,"file name ","java.lang.String ","NULL ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
